title,description,class
Cafe Society,"description: In the 1930s, a Bronx native moves to Hollywood and falls in love with a young woman who is seeing a married man.; categories: Comedy,Drama,Romance",Pelicula
Insurgent,"description: Beatrice Prior must confront her inner demons and continue her fight against a powerful alliance which threatens to tear her society apart with the help from others on her side.; categories: Adventure,Sci-Fi,Thriller",Pelicula
Seventh Son,"description: When Mother Malkin, the queen of evil witches, escapes the pit she was imprisoned in by professional monster hunter Spook decades ago and kills his apprentice, he recruits young Tom, the seventh son of the seventh son, to help him.; categories: Action,Adventure,Fantasy",Pelicula
Demain tout commence,"description: Samuel parties hard in the Marseille area of France and is awoken one morning by a woman carrying a baby she claims is his. She drives off leaving him with a wailing infant; he gives chase ... See full summary »; categories: Comedy,Drama",Pelicula
The Theory of Everything,"description: A look at the relationship between the famous physicist Stephen Hawking and his wife.; categories: Biography,Drama,Romance",Pelicula
This Is the End,"description: While attending a party at James Franco's house, Seth Rogen, Jay Baruchel and many other celebrities are faced with the Biblical Apocalypse.; categories: Comedy,Fantasy",Pelicula
About Time,"description: At the age of 21, Tim discovers he can travel in time and change what happens and has happened in his own life. His decision to make his world a better place by getting a girlfriend turns out not to be as easy as you might think.; categories: Comedy,Drama,Fantasy",Pelicula
Step Brothers,description: Two aimless middle-aged losers still living at home are forced against their will to become roommates when their parents marry.; categories: Comedy,Pelicula
Clown,"description: A loving father finds a clown suit for his son's birthday party, only to realize that it is not a suit at all.; categories: Horror,Thriller",Pelicula
Star Trek Into Darkness,"description: After the crew of the Enterprise find an unstoppable force of terror from within their own organization, Captain Kirk leads a manhunt to a war-zone world to capture a one-man weapon of mass destruction.; categories: Action,Adventure,Sci-Fi",Pelicula
Zombieland,"description: A shy student trying to reach his family in Ohio, a gun-toting tough guy trying to find the last Twinkie, and a pair of sisters trying to get to an amusement park join forces to travel across a zombie-filled America.; categories: Adventure,Comedy,Horror",Pelicula
"Hail, Caesar!","description: A Hollywood fixer in the 1950s works to keep the studio's stars in line.; categories: Comedy,Mystery",Pelicula
Slumdog Millionaire,"description: A Mumbai teen reflects on his upbringing in the slums when he is accused of cheating on the Indian Version of ""Who Wants to be a Millionaire?""; categories: Drama",Pelicula
The Twilight Saga: Breaking Dawn - Part 2,"description: After the birth of Renesmee, the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi.; categories: Adventure,Drama,Fantasy",Pelicula
American Wrestler: The Wizard,"description: In 1980, a teenage boy escapes the unrest in Iran only to face more hostility in America, due to the hostage crisis. Determined to fit in, he joins the school's floundering wrestling team.; categories: Drama,Sport",Pelicula
The Amazing Spider-Man,"description: After Peter Parker is bitten by a genetically altered spider, he gains newfound, spider-like powers and ventures out to solve the mystery of his parent's mysterious death.; categories: Action,Adventure",Pelicula
Ben-Hur,"description: Judah Ben-Hur, a prince falsely accused of treason by his adopted brother, an officer in the Roman army, returns to his homeland after years at sea to seek revenge, but finds redemption.; categories: Action,Adventure,Drama",Pelicula
Sleight,"description: A young street magician (Jacob Latimore) is left to care for his little sister after their parents passing, and turns to illegal activities to keep a roof over their heads. When he gets in ... See full summary »; categories: Action,Drama,Sci-Fi",Pelicula
The Maze Runner,"description: Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow ""runners"" for a shot at escape.; categories: Action,Mystery,Sci-Fi",Pelicula
Criminal,"description: In a last-ditch effort to stop a diabolical plot, a dead CIA operative's memories, secrets, and skills are implanted into a death-row inmate in hopes that he will complete the operative's mission.; categories: Action,Crime,Drama",Pelicula
Wanted,"description: A frustrated office worker learns that he is the son of a professional assassin, and that he shares his father's superhuman killing abilities.; categories: Action,Crime,Fantasy",Pelicula
Florence Foster Jenkins,"description: The story of Florence Foster Jenkins, a New York heiress who dreamed of becoming an opera singer, despite having a terrible singing voice.; categories: Biography,Comedy,Drama",Pelicula
Collide,"description: An American backpacker gets involved with a ring of drug smugglers as their driver, though he winds up on the run from his employers across Cologne high-speed Autobahn.; categories: Action,Crime,Thriller",Pelicula
Black Mass,"description: The true story of Whitey Bulger, the brother of a state senator and the most infamous violent criminal in the history of South Boston, who became an FBI informant to take down a Mafia family invading his turf.; categories: Biography,Crime,Drama",Pelicula
Creed,"description: The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.; categories: Drama,Sport",Pelicula
Swiss Army Man,"description: A hopeless man stranded on a deserted island befriends a dead body and together they go on a surreal journey to get home.; categories: Adventure,Comedy,Drama",Pelicula
The Expendables 3,"description: Barney augments his team with new blood for a personal battle: to take down Conrad Stonebanks, the Expendables co-founder and notorious arms trader who is hell bent on wiping out Barney and every single one of his associates.; categories: Action,Adventure,Thriller",Pelicula
What We Do in the Shadows,"description: A documentary team films the lives of a group of vampires for a few months. The vampires share a house in Wellington, New Zealand. Turns out vampires have their own domestic problems too.; categories: Comedy,Fantasy,Horror",Pelicula
Southpaw,"description: Boxer Billy Hope turns to trainer Tick Wills to help him get his life back on track after losing his wife in a tragic accident and his daughter to child protection services.; categories: Drama,Sport",Pelicula
